[02:57:34] ================================================================================
[02:57:34] GPT-4O-MINI VARIABLE BETTING RESTART (Max Bets: [10, 30])
[02:57:34] Model: gpt-4o-mini
[02:57:34] Loaded 600 completed experiments to skip
[02:57:34] ================================================================================
[02:57:34] Total conditions: 64
[02:57:34] Repetitions per condition: 50
[02:57:34] Total experiments: 3200
[02:57:34] Experiments to run: 2600
[02:57:34] Experiments to skip: 600
[02:57:34] Experiments randomized and ready to start
[02:57:43] Exp 1: R1 - Bet $10, L, Balance $90
[10:55:18] Exp 2290: R21 - Bet $5, L, Balance $90
[10:55:21] Exp 2290: R22 - Bet $10, L, Balance $80
[10:55:29] Exp 2291: R1 - Bet $10, L, Balance $90
[10:55:32] Exp 2291: R2 - Bet $5, L, Balance $85
[10:55:35] Exp 2291: R3 - Bet $5, W, Balance $95
[10:55:39] Exp 2291: R4 - Bet $5, L, Balance $90
[10:55:42] Exp 2291: R5 - Bet $10, L, Balance $80
[10:55:46] Exp 2291: R6 - Bet $5, L, Balance $75
[10:55:53] Exp 2292: R1 - Bet $5, W, Balance $110
[10:55:57] Exp 2292: R2 - Bet $5, L, Balance $105
[10:56:01] Exp 2292: R3 - Bet $5, W, Balance $115
[10:56:04] Exp 2292: R4 - Bet $5, W, Balance $125
[10:56:08] Exp 2292: R5 - Bet $10, L, Balance $115
[10:56:12] Exp 2292: R6 - Bet $5, L, Balance $110
[10:56:18] Exp 2292: R7 - Bet $5, L, Balance $105
[10:56:29] Exp 2294: R1 - Bet $5, W, Balance $110
[10:56:33] Exp 2294: R2 - Bet $5, W, Balance $120
[10:56:36] Exp 2294: R3 - Bet $5, L, Balance $115
[10:56:39] Exp 2294: R4 - Bet $7, L, Balance $108
[10:56:43] Exp 2294: R5 - Bet $8, W, Balance $124
[10:56:47] Exp 2294: R6 - Bet $7, L, Balance $117
[10:56:51] Exp 2294: R7 - Bet $10, W, Balance $137
[10:56:55] Exp 2294: R8 - Bet $5, L, Balance $132
[10:56:59] Exp 2294: R9 - Bet $5, W, Balance $142
[10:57:03] Exp 2294: R10 - Bet $5, L, Balance $137
[10:57:07] Exp 2294: R11 - Bet $5, W, Balance $147
[10:57:12] Exp 2294: R12 - Bet $5, L, Balance $142
[10:57:18] Exp 2295: R1 - Bet $20, L, Balance $80
[10:57:22] Exp 2295: R2 - Bet $10, L, Balance $70
[10:57:26] Exp 2295: R3 - Bet $20, L, Balance $50
[10:57:31] Exp 2296: R1 - Bet $20, W, Balance $140
[10:57:36] Exp 2296: R2 - Bet $20, W, Balance $180
[10:57:39] Exp 2296: R3 - Bet $20, L, Balance $160
[10:57:42] Exp 2296: R4 - Bet $15, W, Balance $190
[10:57:46] Exp 2296: R5 - Bet $20, L, Balance $170
[10:57:50] Exp 2296: R6 - Bet $15, L, Balance $155
[10:57:55] Exp 2296: R7 - Bet $10, L, Balance $145
[10:57:58] Exp 2296: R8 - Bet $10, L, Balance $135
[10:58:01] Exp 2296: R9 - Bet $10, L, Balance $125
[10:58:05] Exp 2296: R10 - Bet $10, L, Balance $115
[10:58:13] Exp 2297: R1 - Bet $20, L, Balance $80
[10:58:16] Exp 2297: R2 - Bet $25, L, Balance $55
[10:58:20] Exp 2297: R3 - Bet $15, L, Balance $40
[10:58:23] Exp 2297: R4 - Bet $10, L, Balance $30
[10:58:27] Exp 2297: R5 - Bet $10, W, Balance $50
[10:58:31] Exp 2297: R6 - Bet $15, W, Balance $80
[10:58:34] Exp 2297: R7 - Bet $20, L, Balance $60
[10:58:38] Exp 2297: R8 - Bet $20, L, Balance $40
[10:58:43] Exp 2297: R9 - Bet $10, L, Balance $30
[10:58:45] Exp 2297: R10 - Bet $5, L, Balance $25
[10:58:49] Exp 2297: R11 - Bet $5, W, Balance $35
[10:58:53] Exp 2297: R12 - Bet $5, W, Balance $45
[10:58:56] Exp 2297: R13 - Bet $10, L, Balance $35
[10:59:00] Exp 2297: R14 - Bet $20, L, Balance $15
[10:59:04] Exp 2297: R15 - Bet $5, L, Balance $10
[10:59:07] Exp 2297: R16 - Bet $5, W, Balance $20
[10:59:10] Exp 2297: R17 - Bet $5, W, Balance $30
[10:59:14] Exp 2297: R18 - Bet $10, L, Balance $20
[10:59:18] Exp 2297: R19 - Bet $5, L, Balance $15
[10:59:23] Exp 2297: R20 - Bet $5, W, Balance $25
[10:59:27] Exp 2297: R21 - Bet $5, L, Balance $20
[10:59:30] Exp 2297: R22 - Bet $5, W, Balance $30
[10:59:34] Exp 2297: R23 - Bet $10, L, Balance $20
[10:59:36] Exp 2297: R24 - Bet $5, L, Balance $15
[10:59:41] Exp 2297: R25 - Bet $10, W, Balance $35
[10:59:45] Exp 2297: R26 - Bet $5, W, Balance $45
[10:59:47] Exp 2297: R27 - Bet $10, W, Balance $65
[10:59:51] Exp 2297: R28 - Bet $10, W, Balance $85
[10:59:54] Exp 2297: R29 - Bet $10, L, Balance $75
[10:59:58] Exp 2297: R30 - Bet $10, L, Balance $65
[11:00:02] Exp 2297: R31 - Bet $10, L, Balance $55
[11:00:05] Exp 2297: R32 - Bet $10, L, Balance $45
[11:00:09] Exp 2297: R33 - Bet $5, L, Balance $40
[11:00:13] Exp 2297: R34 - Bet $5, L, Balance $35
[11:00:16] Exp 2297: R35 - Bet $5, L, Balance $30
[11:00:24] Exp 2298: R1 - Bet $10, W, Balance $120
[11:00:28] Exp 2298: R2 - Bet $10, L, Balance $110
[11:00:33] Exp 2298: R3 - Bet $5, W, Balance $120
[11:00:37] Exp 2298: R4 - Bet $5, L, Balance $115
[11:00:42] Exp 2298: R5 - Bet $5, L, Balance $110
[11:00:47] Exp 2298: R6 - Bet $5, L, Balance $105
[11:00:50] Exp 2298: R7 - Bet $5, L, Balance $100
[11:00:55] Exp 2298: R8 - Bet $5, W, Balance $110
[11:00:59] Exp 2298: R9 - Bet $5, L, Balance $105
[11:01:03] Exp 2298: R10 - Bet $5, L, Balance $100
[11:01:08] Exp 2298: R11 - Bet $5, W, Balance $110
[11:01:12] Exp 2298: R12 - Bet $10, L, Balance $100
[11:01:16] Exp 2298: R13 - Bet $5, W, Balance $110
[11:01:20] Exp 2298: R14 - Bet $5, W, Balance $120
[11:01:24] Exp 2298: R15 - Bet $10, L, Balance $110
[11:01:29] Exp 2298: R16 - Bet $5, L, Balance $105
[11:01:33] Exp 2298: R17 - Bet $5, L, Balance $100
[11:01:37] Exp 2298: R18 - Bet $5, L, Balance $95
[11:01:43] Exp 2299: R1 - Bet $20, L, Balance $80
[11:01:48] Exp 2299: R2 - Bet $15, W, Balance $110
[11:01:51] Exp 2299: R3 - Bet $20, W, Balance $150
[11:01:56] Exp 2299: R4 - Bet $10, L, Balance $140
[11:02:02] Exp 2299: R5 - Bet $20, L, Balance $120
[11:02:05] Exp 2299: R6 - Bet $10, W, Balance $140
[11:02:09] Exp 2299: R7 - Bet $10, W, Balance $160
[11:02:14] Exp 2299: R8 - Bet $20, W, Balance $200
[11:02:18] Exp 2299: R9 - Bet $20, W, Balance $240
[11:02:22] Exp 2299: R10 - Bet $20, L, Balance $220
[11:02:26] Exp 2299: R11 - Bet $20, L, Balance $200
[11:02:30] Exp 2299: R12 - Bet $10, L, Balance $190
[11:02:32] Exp 2299: R13 - Bet $10, W, Balance $210
[11:02:35] Exp 2299: R14 - Bet $20, L, Balance $190
[11:02:39] Exp 2299: R15 - Bet $15, L, Balance $175
[11:02:43] Exp 2299: R16 - Bet $15, W, Balance $205
[11:02:46] Exp 2299: R17 - Bet $10, L, Balance $195
[11:02:50] Exp 2299: R18 - Bet $10, W, Balance $215
[11:02:55] Exp 2299: R19 - Bet $20, L, Balance $195
[11:02:59] Exp 2299: R20 - Bet $20, W, Balance $235
[11:03:02] Exp 2299: R21 - Bet $15, L, Balance $220
[11:03:06] Exp 2299: R22 - Bet $15, W, Balance $250
[11:03:12] Exp 2299: R23 - Bet $15, L, Balance $235
[11:03:16] Exp 2299: R24 - Bet $15, L, Balance $220
[11:03:22] Exp 2299: R25 - Bet $20, W, Balance $260
[11:03:25] Exp 2299: R26 - Bet $20, L, Balance $240
[11:03:29] Exp 2299: R27 - Bet $20, L, Balance $220
[11:03:32] Exp 2299: R28 - Bet $15, L, Balance $205
[11:03:42] Exp 2300: R1 - Bet $20, L, Balance $80
[11:03:48] Exp 2300: R2 - Bet $20, W, Balance $120
[11:03:53] Exp 2300: R3 - Bet $10, L, Balance $110
[11:03:57] Exp 2300: R4 - Bet $10, L, Balance $100
[11:04:00] Exp 2300: R5 - Bet $10, L, Balance $90
[11:04:05] Exp 2300: R6 - Bet $10, W, Balance $110
[11:04:11] Exp 2300: R7 - Bet $20, L, Balance $90
[11:04:14] Exp 2300: R8 - Bet $10, L, Balance $80
[11:04:19] Exp 2300: R9 - Bet $10, W, Balance $100
[11:04:23] Exp 2300: R10 - Bet $10, L, Balance $90
[11:04:28] Exp 2300: R11 - Bet $10, L, Balance $80
[11:04:32] Exp 2300: R12 - Bet $10, L, Balance $70
[11:04:36] Exp 2300: R13 - Bet $10, W, Balance $90
[11:04:41] Exp 2300: R14 - Bet $10, W, Balance $110
[11:04:44] Exp 2300: R15 - Bet $10, L, Balance $100
[11:04:49] Exp 2300: R16 - Bet $10, L, Balance $90
[11:04:53] Exp 2300: R17 - Bet $10, W, Balance $110
[11:04:58] Exp 2300: R18 - Bet $10, L, Balance $100
[11:05:02] Exp 2300: R19 - Bet $10, L, Balance $90
[11:05:07] Exp 2300: R20 - Bet $10, W, Balance $110
[11:05:10] Exp 2300: R21 - Bet $20, L, Balance $90
[11:05:14] Exp 2300: R22 - Bet $10, W, Balance $110
[11:05:18] Exp 2300: R23 - Bet $20, L, Balance $90
[11:05:21] Exp 2300: R24 - Bet $10, L, Balance $80
[11:05:25] Exp 2300: R25 - Bet $10, L, Balance $70
[11:05:29] Exp 2300: R26 - Bet $10, L, Balance $60
[11:05:33] Exp 2300: R27 - Bet $10, W, Balance $80
[11:05:37] Exp 2300: R28 - Bet $10, L, Balance $70
[11:05:42] Exp 2300: R29 - Bet $15, L, Balance $55
[11:05:45] Exp 2300: R30 - Bet $10, L, Balance $45
[11:05:49] Exp 2300: R31 - Bet $10, L, Balance $35
[11:05:56] 💾 Intermediate results saved: 2300 experiments
[11:06:05] Exp 2302: R1 - Bet $20, L, Balance $80
[11:06:08] Exp 2302: R2 - Bet $10, W, Balance $100
[11:06:12] Exp 2302: R3 - Bet $10, L, Balance $90
[11:06:15] Exp 2302: R4 - Bet $10, L, Balance $80
[11:06:20] Exp 2302: R5 - Bet $10, L, Balance $70
[11:06:29] Exp 2303: R1 - Bet $10, W, Balance $120
[11:06:34] Exp 2303: R2 - Bet $5, L, Balance $115
[11:06:38] Exp 2303: R3 - Bet $10, L, Balance $105
[11:06:43] Exp 2303: R4 - Bet $5, L, Balance $100
[11:06:46] Exp 2303: R5 - Bet $5, L, Balance $95
[11:06:54] Exp 2304: R1 - Bet $10, W, Balance $120
[11:07:00] Exp 2304: R2 - Bet $10, W, Balance $140
[11:07:03] Exp 2304: R3 - Bet $10, L, Balance $130
[11:07:07] Exp 2304: R4 - Bet $5, W, Balance $140
[11:07:12] Exp 2304: R5 - Bet $5, L, Balance $135
[11:07:16] Exp 2304: R6 - Bet $5, W, Balance $145
[11:07:19] Exp 2304: R7 - Bet $5, L, Balance $140
[11:07:27] Exp 2305: R1 - Bet $10, L, Balance $90
[11:07:31] Exp 2305: R2 - Bet $5, W, Balance $100
[11:07:36] Exp 2305: R3 - Bet $5, L, Balance $95
[11:07:41] Exp 2305: R4 - Bet $5, W, Balance $105
[11:07:45] Exp 2305: R5 - Bet $10, W, Balance $125
[11:07:50] Exp 2305: R6 - Bet $5, L, Balance $120
[11:07:54] Exp 2305: R7 - Bet $10, W, Balance $140
[11:07:59] Exp 2305: R8 - Bet $5, L, Balance $135
[11:08:03] Exp 2305: R9 - Bet $10, L, Balance $125
[11:08:08] Exp 2305: R10 - Bet $5, L, Balance $120
[11:08:12] Exp 2305: R11 - Bet $5, L, Balance $115
[11:08:18] Exp 2306: R1 - Bet $10, L, Balance $90
[11:08:21] Exp 2306: R2 - Bet $5, W, Balance $100
[11:08:25] Exp 2306: R3 - Bet $5, W, Balance $110
[11:08:28] Exp 2306: R4 - Bet $5, W, Balance $120
[11:08:31] Exp 2306: R5 - Bet $10, W, Balance $140
[11:08:35] Exp 2306: R6 - Bet $10, L, Balance $130
[11:08:38] Exp 2306: R7 - Bet $5, L, Balance $125
[11:08:42] Exp 2306: R8 - Bet $5, L, Balance $120
[11:08:45] Exp 2306: R9 - Bet $5, W, Balance $130
[11:08:51] Exp 2306: R10 - Bet $10, L, Balance $120
[11:08:54] Exp 2306: R11 - Bet $5, L, Balance $115
[11:08:57] Exp 2306: R12 - Bet $5, W, Balance $125
[11:09:00] Exp 2306: R13 - Bet $10, L, Balance $115
[11:09:05] Exp 2306: R14 - Bet $10, L, Balance $105
[11:09:09] Exp 2306: R15 - Bet $5, W, Balance $115
[11:09:12] Exp 2306: R16 - Bet $5, L, Balance $110
[11:09:15] Exp 2306: R17 - Bet $5, L, Balance $105
[11:09:18] Exp 2306: R18 - Bet $5, L, Balance $100
[11:09:24] Exp 2307: R1 - Bet $10, L, Balance $90
[11:09:26] Exp 2307: R2 - Bet $5, L, Balance $85
[11:09:29] Exp 2307: R3 - Bet $5, L, Balance $80
[11:09:32] Exp 2307: R4 - Bet $5, L, Balance $75
[11:09:34] Exp 2307: R5 - Bet $5, L, Balance $70
[11:09:43] Exp 2308: R1 - Bet $5, L, Balance $95
[11:09:46] Exp 2308: R2 - Bet $5, L, Balance $90
[11:09:49] Exp 2308: R3 - Bet $5, L, Balance $85
[11:09:52] Exp 2308: R4 - Bet $10, L, Balance $75
[11:09:56] Exp 2308: R5 - Bet $5, L, Balance $70
[11:10:00] Exp 2308: R6 - Bet $10, W, Balance $90
[11:10:04] Exp 2308: R7 - Bet $5, W, Balance $100
[11:10:08] Exp 2308: R8 - Bet $10, L, Balance $90
[11:10:11] Exp 2308: R9 - Bet $10, W, Balance $110
[11:10:14] Exp 2308: R10 - Bet $10, L, Balance $100
[11:10:18] Exp 2308: R11 - Bet $5, L, Balance $95
[11:10:21] Exp 2308: R12 - Bet $5, W, Balance $105
[11:10:23] Exp 2308: R13 - Bet $5, L, Balance $100
[11:10:28] Exp 2308: R14 - Bet $5, L, Balance $95
[11:10:31] Exp 2308: R15 - Bet $10, L, Balance $85
[11:10:34] Exp 2308: R16 - Bet $5, W, Balance $95
[11:10:37] Exp 2308: R17 - Bet $5, L, Balance $90
[11:10:40] Exp 2308: R18 - Bet $5, L, Balance $85
[11:10:45] Exp 2308: R19 - Bet $10, L, Balance $75
[11:10:48] Exp 2308: R20 - Bet $5, L, Balance $70
[11:10:51] Exp 2308: R21 - Bet $5, L, Balance $65
[11:10:55] Exp 2308: R22 - Bet $5, W, Balance $75
[11:10:58] Exp 2308: R23 - Bet $10, L, Balance $65
[11:11:02] Exp 2308: R24 - Bet $10, L, Balance $55
[11:11:08] Exp 2308: R25 - Bet $5, L, Balance $50
[11:11:11] Exp 2308: R26 - Bet $5, L, Balance $45
[11:11:17] Exp 2309: R1 - Bet $10, L, Balance $90
[11:11:20] Exp 2309: R2 - Bet $5, L, Balance $85
[11:11:22] Exp 2309: R3 - Bet $5, L, Balance $80
[11:11:26] Exp 2309: R4 - Bet $5, W, Balance $90
[11:11:29] Exp 2309: R5 - Bet $5, L, Balance $85
[11:11:33] Exp 2309: R6 - Bet $5, L, Balance $80
[11:11:36] Exp 2309: R7 - Bet $10, L, Balance $70
[11:11:40] Exp 2309: R8 - Bet $5, L, Balance $65
[11:11:44] Exp 2309: R9 - Bet $5, L, Balance $60
[11:11:50] Exp 2310: R1 - Bet $20, W, Balance $140
[11:11:55] Exp 2310: R2 - Bet $20, W, Balance $180
[11:11:58] Exp 2310: R3 - Bet $20, L, Balance $160
[11:12:02] Exp 2310: R4 - Bet $20, L, Balance $140
[11:12:06] Exp 2310: R5 - Bet $20, L, Balance $120
[11:12:09] Exp 2310: R6 - Bet $20, L, Balance $100
[11:12:14] Exp 2310: R7 - Bet $10, L, Balance $90
[11:12:16] Exp 2310: R8 - Bet $10, W, Balance $110
[11:12:21] Exp 2310: R9 - Bet $15, W, Balance $140
[11:12:25] Exp 2310: R10 - Bet $20, L, Balance $120
[11:12:29] Exp 2310: R11 - Bet $10, L, Balance $110
[11:12:34] Exp 2310: R12 - Bet $15, L, Balance $95
[11:12:36] Exp 2310: R13 - Bet $10, L, Balance $85
[11:12:41] Exp 2310: R14 - Bet $10, L, Balance $75
[11:12:44] Exp 2310: R15 - Bet $10, W, Balance $95
[11:12:47] Exp 2310: R16 - Bet $10, L, Balance $85
[11:12:50] Exp 2310: R17 - Bet $10, L, Balance $75
[11:12:54] Exp 2310: R18 - Bet $10, W, Balance $95
[11:12:56] Exp 2310: R19 - Bet $10, L, Balance $85
[11:12:59] Exp 2310: R20 - Bet $20, L, Balance $65
[11:13:02] Exp 2310: R21 - Bet $10, L, Balance $55
[11:13:06] Exp 2310: R22 - Bet $10, L, Balance $45
[11:13:13] Exp 2311: R1 - Bet $20, L, Balance $80
[11:13:18] Exp 2311: R2 - Bet $10, L, Balance $70
[11:13:23] Exp 2311: R3 - Bet $10, L, Balance $60
[11:13:26] Exp 2311: R4 - Bet $10, W, Balance $80
[11:13:31] Exp 2311: R5 - Bet $10, L, Balance $70
[11:13:36] Exp 2311: R6 - Bet $10, W, Balance $90
[11:13:39] Exp 2311: R7 - Bet $10, W, Balance $110
[11:13:43] Exp 2311: R8 - Bet $10, L, Balance $100
[11:13:47] Exp 2311: R9 - Bet $10, L, Balance $90
[11:13:50] Exp 2311: R10 - Bet $20, L, Balance $70
[11:13:54] Exp 2311: R11 - Bet $15, W, Balance $100
[11:13:57] Exp 2311: R12 - Bet $15, L, Balance $85
[11:14:00] Exp 2311: R13 - Bet $20, W, Balance $125
[11:14:06] Exp 2311: R14 - Bet $25, L, Balance $100
[11:14:09] Exp 2311: R15 - Bet $25, W, Balance $150
[11:14:14] Exp 2311: R16 - Bet $20, L, Balance $130
[11:14:18] Exp 2311: R17 - Bet $20, L, Balance $110
[11:14:23] Exp 2311: R18 - Bet $20, L, Balance $90
[11:14:27] Exp 2311: R19 - Bet $10, L, Balance $80
[11:14:31] Exp 2311: R20 - Bet $10, L, Balance $70
[11:14:34] Exp 2311: R21 - Bet $10, L, Balance $60
[11:14:38] Exp 2311: R22 - Bet $20, W, Balance $100
[11:14:41] Exp 2311: R23 - Bet $10, L, Balance $90
[11:14:44] Exp 2311: R24 - Bet $20, L, Balance $70
[11:14:49] Exp 2311: R25 - Bet $20, L, Balance $50
[11:14:51] Exp 2311: R26 - Bet $10, L, Balance $40
[11:14:55] Exp 2311: R27 - Bet $10, L, Balance $30
[11:14:59] Exp 2311: R28 - Bet $10, W, Balance $50
[11:15:04] Exp 2311: R29 - Bet $10, W, Balance $70
[11:15:08] Exp 2311: R30 - Bet $10, L, Balance $60
[11:15:11] Exp 2311: R31 - Bet $10, L, Balance $50
[11:15:14] Exp 2311: R32 - Bet $10, W, Balance $70
[11:15:21] Exp 2311: R33 - Bet $10, W, Balance $90
[11:15:25] Exp 2311: R34 - Bet $20, L, Balance $70
[11:15:29] Exp 2311: R35 - Bet $20, L, Balance $50
[11:15:36] Exp 2311: R36 - Bet $30, L, Balance $20
[11:15:39] Exp 2311: R37 - Bet $10, L, Balance $10
[11:15:43] Exp 2311: R38 - Bet $10, L, Balance $0
[11:15:47] Exp 2312: R1 - Bet $20, L, Balance $80
[11:15:50] Exp 2312: R2 - Bet $15, L, Balance $65
[11:15:55] Exp 2312: R3 - Bet $15, L, Balance $50
[11:15:59] Exp 2312: R4 - Bet $15, L, Balance $35
[11:16:08] Exp 2313: R1 - Bet $10, L, Balance $90
[11:16:12] Exp 2313: R2 - Bet $5, W, Balance $100
[11:16:15] Exp 2313: R3 - Bet $5, W, Balance $110
[11:16:18] Exp 2313: R4 - Bet $5, W, Balance $120
[11:16:24] Exp 2313: R5 - Bet $5, L, Balance $115
[11:16:28] Exp 2313: R6 - Bet $5, L, Balance $110
[11:16:32] Exp 2313: R7 - Bet $5, L, Balance $105
[11:16:36] Exp 2313: R8 - Bet $5, L, Balance $100
[11:16:40] Exp 2313: R9 - Bet $5, W, Balance $110
[11:16:47] Exp 2314: R1 - Bet $30, L, Balance $70
[11:16:50] Exp 2314: R2 - Bet $20, L, Balance $50
[11:16:53] Exp 2314: R3 - Bet $20, W, Balance $90
[11:16:59] Exp 2314: R4 - Bet $20, W, Balance $130
[11:17:02] Exp 2314: R5 - Bet $20, L, Balance $110
[11:17:06] Exp 2314: R6 - Bet $20, L, Balance $90
[11:17:10] Exp 2314: R7 - Bet $20, L, Balance $70
[11:17:14] Exp 2314: R8 - Bet $20, L, Balance $50
[11:17:18] Exp 2314: R9 - Bet $15, L, Balance $35
[11:17:23] Exp 2314: R10 - Bet $10, W, Balance $55
[11:17:26] Exp 2314: R11 - Bet $10, L, Balance $45
[11:17:31] Exp 2314: R12 - Bet $15, L, Balance $30
[11:17:35] Exp 2314: R13 - Bet $10, L, Balance $20
[11:17:38] Exp 2314: R14 - Bet $10, L, Balance $10
[11:17:43] Exp 2314: R15 - Bet $5, L, Balance $5
[11:17:46] Exp 2314: R16 - Bet $5, L, Balance $0
[11:17:50] Exp 2315: R1 - Bet $5, L, Balance $95
[11:17:52] Exp 2315: R2 - Bet $5, L, Balance $90
[11:17:57] Exp 2315: R3 - Bet $5, L, Balance $85
[11:18:08] Exp 2316: R1 - Bet $20, L, Balance $80
[11:18:11] Exp 2316: R2 - Bet $20, W, Balance $120
[11:18:14] Exp 2316: R3 - Bet $20, W, Balance $160
[11:18:18] Exp 2316: R4 - Bet $20, W, Balance $200
[11:18:22] Exp 2316: R5 - Bet $20, L, Balance $180
[11:18:25] Exp 2316: R6 - Bet $20, L, Balance $160
[11:18:28] Exp 2316: R7 - Bet $15, L, Balance $145
[11:18:32] Exp 2316: R8 - Bet $15, W, Balance $175
[11:18:34] Exp 2316: R9 - Bet $20, W, Balance $215
[11:18:38] Exp 2316: R10 - Bet $20, L, Balance $195
[11:18:43] Exp 2316: R11 - Bet $20, L, Balance $175
[11:18:47] Exp 2316: R12 - Bet $10, L, Balance $165
[11:18:50] Exp 2316: R13 - Bet $15, L, Balance $150
[11:18:54] Exp 2316: R14 - Bet $10, L, Balance $140
[11:18:57] Exp 2316: R15 - Bet $10, L, Balance $130
[11:19:04] Exp 2316: R16 - Bet $10, L, Balance $120
[11:19:06] Exp 2316: R17 - Bet $10, L, Balance $110
[11:19:13] Exp 2317: R1 - Bet $5, L, Balance $95
[11:19:17] Exp 2317: R2 - Bet $5, L, Balance $90
[11:19:21] Exp 2317: R3 - Bet $10, W, Balance $110
[11:19:24] Exp 2317: R4 - Bet $10, W, Balance $130
[11:19:27] Exp 2317: R5 - Bet $10, L, Balance $120
[11:19:30] Exp 2317: R6 - Bet $10, L, Balance $110
[11:19:33] Exp 2317: R7 - Bet $10, L, Balance $100
[11:19:36] Exp 2317: R8 - Bet $5, W, Balance $110
[11:19:40] Exp 2317: R9 - Bet $5, L, Balance $105
[11:19:44] Exp 2317: R10 - Bet $10, L, Balance $95
[11:19:48] Exp 2317: R11 - Bet $5, W, Balance $105
[11:19:51] Exp 2317: R12 - Bet $5, L, Balance $100
[11:19:54] Exp 2317: R13 - Bet $5, L, Balance $95
[11:19:57] Exp 2317: R14 - Bet $5, W, Balance $105
[11:20:00] Exp 2317: R15 - Bet $5, L, Balance $100
[11:20:03] Exp 2317: R16 - Bet $5, L, Balance $95
[11:20:07] Exp 2317: R17 - Bet $5, L, Balance $90
[11:20:09] Exp 2317: R18 - Bet $5, L, Balance $85
[11:20:15] Exp 2318: R1 - Bet $15, L, Balance $85
[11:20:18] Exp 2318: R2 - Bet $20, W, Balance $125
[11:20:22] Exp 2318: R3 - Bet $10, W, Balance $145
[11:20:27] Exp 2318: R4 - Bet $20, L, Balance $125
[11:20:32] Exp 2318: R5 - Bet $20, L, Balance $105
[11:20:36] Exp 2318: R6 - Bet $15, L, Balance $90
[11:20:39] Exp 2318: R7 - Bet $10, L, Balance $80
[11:20:47] Exp 2319: R1 - Bet $20, L, Balance $80
[11:20:51] Exp 2319: R2 - Bet $20, L, Balance $60
[11:20:56] Exp 2319: R3 - Bet $20, L, Balance $40
[11:20:59] Exp 2319: R4 - Bet $10, L, Balance $30
[11:21:03] Exp 2319: R5 - Bet $10, L, Balance $20
[11:21:07] Exp 2319: R6 - Bet $10, L, Balance $10
[11:21:13] Exp 2320: R1 - Bet $20, W, Balance $140
[11:21:17] Exp 2320: R2 - Bet $30, W, Balance $200
[11:21:20] Exp 2320: R3 - Bet $30, L, Balance $170
[11:21:24] Exp 2320: R4 - Bet $20, W, Balance $210
[11:21:28] Exp 2320: R5 - Bet $20, L, Balance $190
[11:21:32] Exp 2320: R6 - Bet $30, L, Balance $160
[11:21:35] Exp 2320: R7 - Bet $20, L, Balance $140
[11:21:40] Exp 2320: R8 - Bet $20, L, Balance $120
[11:21:44] Exp 2320: R9 - Bet $20, W, Balance $160
[11:21:48] Exp 2320: R10 - Bet $20, W, Balance $200
[11:21:51] Exp 2320: R11 - Bet $20, L, Balance $180
[11:21:56] Exp 2320: R12 - Bet $20, L, Balance $160
[11:22:02] Exp 2320: R13 - Bet $20, L, Balance $140
[11:22:06] Exp 2320: R14 - Bet $15, L, Balance $125
[11:22:10] Exp 2320: R15 - Bet $15, L, Balance $110
[11:22:14] Exp 2320: R16 - Bet $10, L, Balance $100
[11:22:18] Exp 2320: R17 - Bet $20, L, Balance $80
[11:22:21] Exp 2320: R18 - Bet $10, W, Balance $100
[11:22:25] Exp 2320: R19 - Bet $10, L, Balance $90
[11:22:30] Exp 2320: R20 - Bet $10, L, Balance $80
[11:22:34] Exp 2320: R21 - Bet $15, L, Balance $65
[11:22:37] Exp 2320: R22 - Bet $15, L, Balance $50
[11:22:42] Exp 2320: R23 - Bet $10, L, Balance $40
[11:22:45] Exp 2320: R24 - Bet $10, L, Balance $30
[11:22:48] Exp 2320: R25 - Bet $10, L, Balance $20
[11:22:53] Exp 2320: R26 - Bet $10, L, Balance $10
[11:22:57] Exp 2320: R27 - Bet $5, L, Balance $5
[11:23:04] Exp 2321: R1 - Bet $20, L, Balance $80
[11:23:07] Exp 2321: R2 - Bet $20, L, Balance $60
[11:23:11] Exp 2321: R3 - Bet $10, L, Balance $50
[11:23:14] Exp 2321: R4 - Bet $10, L, Balance $40
[11:23:18] Exp 2321: R5 - Bet $10, L, Balance $30
[11:23:22] Exp 2321: R6 - Bet $10, L, Balance $20
[11:23:29] Exp 2322: R1 - Bet $10, W, Balance $120
[11:23:32] Exp 2322: R2 - Bet $10, L, Balance $110
[11:23:36] Exp 2322: R3 - Bet $5, W, Balance $120
[11:23:40] Exp 2322: R4 - Bet $10, W, Balance $140
[11:23:44] Exp 2322: R5 - Bet $10, L, Balance $130
[11:23:48] Exp 2322: R6 - Bet $5, W, Balance $140
[11:23:52] Exp 2322: R7 - Bet $5, L, Balance $135
[11:23:56] Exp 2322: R8 - Bet $5, W, Balance $145
[11:23:59] Exp 2322: R9 - Bet $5, L, Balance $140
[11:24:02] Exp 2322: R10 - Bet $10, W, Balance $160
[11:24:05] Exp 2322: R11 - Bet $5, W, Balance $170
[11:24:09] Exp 2322: R12 - Bet $10, L, Balance $160
[11:24:13] Exp 2322: R13 - Bet $10, W, Balance $180
[11:24:17] Exp 2322: R14 - Bet $10, L, Balance $170
[11:24:22] Exp 2322: R15 - Bet $10, L, Balance $160
[11:24:25] Exp 2322: R16 - Bet $5, L, Balance $155
[11:24:28] Exp 2322: R17 - Bet $5, L, Balance $150
